id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication,会员类型,会员等级
4983245126765868,NyVAkso6U,5342017769,美国运输Jason,运输计费方式，在国际运输中，以1个立方数的体积=167kg（俗话的意思就是，1个方的体积放167kg的货物），把其称之为为平货；1个方少于167kg称之为抛货；比例越低就等于越抛，反之就是1个方大于167kg称为重货，比例越大就等于越重；但是这个期间不是无限放大的，当货物大到1个方融方363kg时就为超重货了；在运输计算运费时，对于超重货和超抛货价格都有对应折扣。#中美贸易战新主张##海运运输##双清到门##货代##美国关税##海关##美国经济#外贸出口服装批发超话,,上海·天骠虹桥ｅ谷科技园,,"中美贸易战新主张,海运运输,双清到门,货代,美国关税,海关,美国经济",0,0,6,2023-12-26 17:08,外贸出口服装批发超话,"https://wx4.sinaimg.cn/large/005PwyQVly1hl7awl6a1xj31g00u0174.jpg,https://wx2.sinaimg.cn/large/005PwyQVly1hl7awlnxczj30zk0qojz8.jpg",,,,普通用户,非会员,0
4981752617502790,NyiL3vtOK,1849867782,Mike外贸说,美国考虑针对这些中国产品提高进口关税#外贸出口##外贸soho##外贸soho##外贸##mike外贸说##国际贸易#外贸超话外贸SOHO超话国际贸易超话#中美贸易战新主张#LMike外贸说的微博视频,,,,"外贸出口,外贸soho,外贸,mike外贸说,国际贸易,中美贸易战新主张",0,0,1,2023-12-22 14:17,微博视频号,,"http://f.video.weibocdn.com/o0/SKE76Afilx08b8Rc3phm01041200aDVa0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1763144913&ssig=2kIRZ8ikpz&KID=unistore,video",,,普通用户,非会员,0
4959395730953359,NoV9z400L,1188880773,超级防抖,中国石墨出口限制：是防守还是反击#中美贸易战新主张#L超级防抖的微博视频,,,,中美贸易战新主张,0,0,0,2023-10-21 21:39,微博视频号,,"http://f.video.weibocdn.com/o0/TvwHT6yQlx089ysj7bPq010412014mEo0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1763144913&ssig=HplC0kuFeR&KID=unistore,video",,,黄V,会员,6
4958129877945170,NoodRxkTU,7723147799,宋涛观点,【封锁失败后，美又玩套路、允许韩企对华售芯片，摆明要靠倾销搅局】最近这四年多中美贸易战的过程中，美国对于中国的技术封锁和技术限制，一直是非常重要的一个环节，美国不断加码对于中国的高新技术，尤其是芯片相关产业的技术封锁和陷阱，不断的限制美国企业对中国和中国企业出口。#v评智库##知识buff加成计划##中美贸易战新主张#L宋涛观点的微博视频,,,,"v评智库,知识buff加成计划,中美贸易战新主张",0,0,0,2023-10-18 09:49,微博视频号,,"http://f.video.weibocdn.com/o0/wDi4uIiYlx089sSRXPMc0104120358aL0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1763144913&ssig=6slOoWpx3I&KID=unistore,video",,,黄V,非会员,0
4953742455341938,Nmy5nmpGi,6244553417,今日俄罗斯RT,【#普京对欧洲经济竞争力的生动形容#】10月5日，俄罗斯总统普京在出席“瓦尔代”国际辩论俱乐部论坛时用生动的手势及配音形容了当前欧洲经济在国际社会中的竞争力。L今日俄罗斯RT的微博视频,,,,普京对欧洲经济竞争力的生动形容,12,19,81,2023-10-06 07:15,微博视频号,,"http://f.video.weibocdn.com/o0/eh1ePk7clx08998UoUm40104120008EK0E010.mp4?label=mp4_hd&template=640x336.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1763145086&ssig=fDWLSElEJ7&KID=unistore,video",,,,非会员,0
4953895464339071,NmC4aicN1,2486406101,默金石,#中美贸易战新主张#美国决心与中国脱钩，中国必须主动寻找新的高端市场，美国3亿多人，而欧洲有8亿人。欧洲各国都想要振作经济。建议中国进一步开拓欧洲市场，一些行业主动断开与美国的链接。可以主动打开一些比较有诚意合作的国家市场。在这个过程中，一定有美国的影响干扰，这是一定要注意的。,,,,中美贸易战新主张,0,0,81,2023-10-06 17:23,Note 10 Pro,,,4953742455341938,,普通用户,非会员,0
4948891243120851,NkvSQd5Sj,2486406101,默金石,#中美贸易战新主张#某些欧美企业在撤资前，把重心移到了邻近的日本。并且动员中国员工去日本工作。既看不上中国，又要利用中国的劳工。让我们的人才外流。日本鼓励自己的国民去到国外，又把主要投资放在了海外。这是为了抵御大地震造成的损失，而千万的中国人，像抗日时期的劳工一样，被安排到危险系数很高的国家工作。@人民日报@中国历史研究院,,,"人民日报,中国历史研究院",中美贸易战新主张,0,1,0,2023-09-22 21:58,Note 10 Pro,,,,,普通用户,非会员,0
4948539082017483,NkmIQ8sQ3,1224644407,京房子,中美贸易战，我们彻底胜利，老美大败？我是坚定看多中国，看好中国资产的未来！#中美贸易战新主张##中美##中美关系#L京房子的微博视频,,北京,,"中美贸易战新主张,中美,中美关系",0,0,1,2023-09-21 22:38,京房子超话,,"http://f.video.weibocdn.com/o0/yMWk5ueLlx088MFGDVws01041200Ppnj0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1763145254&ssig=fBh%2FFydBOq&KID=unistore,video",,,黄V,非会员,0
4948384395035735,NkiHll81x,2486406101,默金石,#中美贸易战新主张#中美贸易摩擦今年到了新的阶段，欧美企业或裁员撤资，这将对中国的失业率形成新的形象。妥善解决好外资撤资后的失业再就业成了一个新的问题。,,,,中美贸易战新主张,0,0,0,2023-09-21 12:23,Note 10 Pro,,,,,普通用户,非会员,0
4947756641685643,Nk2mQ74vN,2198502193,凌春鸣葡萄酒评论,凌春鸣超话【跟老蠹读报】华为的突破，意味着全新的地缘政治格局，所以买华为不是什么爱国的问题，而是买我们自己的未来。美国《财富》杂志原文如下：纵观历史，单方面或域外强制执行中国技术崛起的努力都以失败告终。第二次世界大战后，苏联扣留了核武器技术，因此中国在1960年代初启动了自己的曼哈顿计划，并于1964年成功测试了第一枚核武器。俄罗斯对中国的核影响力在那一天结束。1993年，克林顿政府试图限制中国获得卫星技术。如今，中国在太空拥有541颗卫星，并正在发射星链的竞争对手。GPS也遵循同样的原理。1999年，当美国限制中国使用地理空间数据系统时，中国干脆建立了自己的并行北斗GPS系统，从某些方面来看，这已经超出了其设想。美国的单边或域外执法制度历来未能实现其目标，并损害了美国的地缘政治联盟。它们切断了美国公司进入下一波高增长市场的准入，掏空了美国创新领导力的核心要素（人才、资本和原材料），并通过让目标国家的民族主义者能够将自己的责任推卸给他们，从而壮了他们的胆子。自己的失败。《芯片和科学法案》不能无限期地补贴美国半导体行业——而且没有其他全球需求基础可以取代中国的需求基础。另一个国家的芯片生产商将不可避免地打破常规并出售给中国人（历史上就是这样），而美国的行动将毫无意义。通过禁止向中国出口芯片和其他核心投入品，美国提前10年将经济战计划交给了中国。#华为##中美贸易战新主张#,,深圳·深圳市嬉阁文化服务有限公司,,"华为,中美贸易战新主张",0,0,1,2023-09-19 18:49,凌春鸣超话,"https://wx3.sinaimg.cn/large/830a7b31gy1hi2340o944j21ab1qhqq6.jpg,https://wx2.sinaimg.cn/large/830a7b31gy1hi2341vafrj21ab1lyb0a.jpg,https://wx4.sinaimg.cn/large/830a7b31gy1hi23432djdj21ac1n61kx.jpg,https://wx1.sinaimg.cn/large/830a7b31gy1hi233ypb3ij20ku1127l1.jpg",,,,黄V,会员,7
4947649061981020,NjZzk8jlW,1272425302,AI经济,【做法】正确做法是成绩好的帮成绩差补习形成良性竞争【世界经济】国际分工产业链转移就是如此欧美-日韩-中国-印度墨西哥东南亚人均GDP（美元）欧美7万日韩3万中国1.2万印度东南亚万元以下【发展逻辑】我们现在要做的就是升级到日韩水平再把中低端给印度墨西哥注意先后顺序否则顾此失彼得不偿失也不能弯道超车梯度跨越应该稳扎稳打#中国经济##中国经济崩溃论注定再度崩溃##中美贸易战新主张#,,,,"中国经济,中国经济崩溃论注定再度崩溃,中美贸易战新主张",0,0,2,2023-09-19 11:42,iPhone客户端,https://wx2.sinaimg.cn/large/4bd7ab56ly1hi1qkipnjaj20qo0zeqbl.jpg,,,,红V,超级会员,1
4940023595008575,NgNcbl0Xt,3218199195,禅院系,#美国商务部长雷蒙多将访华##中美贸易战新主张#L太空星外人的微博视频,,,,"美国商务部长雷蒙多将访华,中美贸易战新主张",0,0,2,2023-08-29 10:41,微博视频号,,"http://f.video.weibocdn.com/u0/1ZyKDckFgx088bbUGLtK01041200rnVF0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1763145398&ssig=oDHjcxw88v&KID=unistore,video",,,普通用户,非会员,0
4932759828824247,NdKeqB1Az,7807509162,爱说话的老boy,#中美贸易战新主张##坚决反对全球化##中美间贸易摩擦##印度限制进口多款电子产品##中国驻印度使馆回应app被限制##拜登正式签署芯片法案##广场协议##日本泡沫经济#中美贸易战的本质是美国为保护本国利益的反全球化和冷战思维。从大航海时代以来，西方列强开启了争夺市场和资源为主的全球化浪潮，各落后国家和地区成了西方列强的原料供应地和商品倾销市场。西方列强曾经和现在成了全球化收益最大的国家。由于中国的快速发展，美国等西方国家发现自己一些商品竞争不过中国，而且美国担心中国在自由市场竞争中越做越强，于是开始考虑通过贸易战、限制供应先进芯片和芯片制造设备、限制从中国进口货物、鼓励本地制造或者从墨西哥等国家进行进口替代战略，企图掐死中国的先进制造产业，限制中国发展状大，继续巩固自己世界霸主地位，好在世界各地继续为非作歹，新冷战思维作祟，亡我之心不死。印度和欧盟跟进美国一些反对和限制中国生产的商品和技术服务进口，一个是出于美国压力，更主要是想保护自身利益，中国发展壮大必须靠自己。呼吁国家立即限制苹果在中国的生产和销售，苹果从中国赚了那么多钱，还在搞供应链转移，中国应该限制和打击这种企业在华销售和生产。逐步实现各种操作系统国产化，逐步限制并在不久的将来彻底禁止美国等国商品在本国销售，打击各种国外势力在华各种代言人和买办。目前华为鸿蒙系统已经走出很好的一步，希望国家扶持更多的优秀民族企业。西方列强目前的反全球化是维护自身利益，继续保持各种技术优势，以便继续掠夺全世界的丑恶用心的具体体现。日本上世纪九十年代的广场协议和之后的经济泡沫，就是美国为打击日本发展势头搞出来的；美国煽风点火挑动乌克兰战争主要是为了打击德国和法国，消耗欧洲各国实力，让欧洲盟国继续安安稳稳做小弟，压制俄罗斯是次要目标；中美贸易战各种措施，也是为了打击我国发展壮大。,,,,"中美贸易战新主张,坚决反对全球化,中美间贸易摩擦,印度限制进口多款电子产品,中国驻印度使馆回应app被限制,拜登正式签署芯片法案,广场协议,日本泡沫经济",0,0,1,2023-08-09 09:37,HarmonyOS设备,,,,,普通用户,非会员,0
4927401512932843,NbuPZciXV,2901152415,天雨侠,O芯片战争和中美贸易战对每个人的影响#芯片##中美贸易战新主张#,,深圳·深圳国际商会大厦A座,,"芯片,中美贸易战新主张",0,0,0,2023-07-25 14:45,Android,,,,,普通用户,非会员,0
4925132138875896,NaxNHBf1C,1807019022,名之成,美国在制造通胀，大概加息还没过瘾。#墨西哥##外贸##中美贸易战新主张#,,,,"墨西哥,外贸,中美贸易战新主张",0,0,0,2023-07-19 08:27,,,,,,普通用户,会员,7
4919369455110789,N87T3lry5,7840850658,容泰半导体,美共和党要求不续签《中美科技合作协定》#中美关系##中美科技合作协定##中美贸易战新主张##科技#L容泰半导体的微博视频,,,,"中美关系,中美科技合作协定,中美贸易战新主张,科技",0,0,0,2023-07-03 10:48,微博视频号,,"http://f.video.weibocdn.com/u0/eIfYGIGPgx086IhDSER2010412008oLs0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1763145565&ssig=pCrz4Lll6w&KID=unistore,video",,,蓝V,非会员,0
4909979280083078,N4bBC0lBY,7820128890,Richard的小生活,拜登政府对华政策可概括为一个战略和四个支撑点，即印太战略和多边外交、同盟外交、价值观外交及规则外交。从路径上看，拜登政府继续调整全球部署，全面展开对华战略竞争，以期压垮中国，维护美国全球霸权地位。这种政策选择影响中美两国各领域合作及双边关系稳定。但要看到，拜登政府仍面临诸多棘手的内政和外交问题，其对华政策仍有调整的可能。#中美贸易战新主张#,,,,中美贸易战新主张,0,0,0,2023-06-07 12:55,iPhone XR,,,,,普通用户,会员,6
4909974494381132,N4btTinJq,2274057835,浩涵华风,个人理解认为：我国有以下核心优势：1，道家文化为核心的东方哲学思想。儒为表，道为骨。很多时候，个人认为道家文化才是中国最强大的文化。也是很多海内外人认为中国人大多是道家文化子弟的原因。2，中国庞大的大市场，这点很重要。美国掌控世界：美元、美军、美式文化与价值观。从经济上，美国不仅仅创造了最强大的科技经济产品的输出，更重要的是美国构建了以美国为主体的庞大消费市场。而社会主1，GC主1，资本主1，这些是不同社会发展阶段所体现出的表现形式。在哲学上，现在很多国家其实更认同东方哲学些。#中美贸易战新主张##中美平行与竞争##中国经济##中国文化##美国经济#,,,,"中美贸易战新主张,中美平行与竞争,中国经济,中国文化,美国经济",0,0,0,2023-06-07 12:36,iPhone客户端,,,,,普通用户,非会员,0
